EREIGNISJAHR_N;Bezirk;1_F;1_M;2_F;2_M;3_F;3_M;4_F;4_M;5_F;5_M;6_F;6_M;7_F;7_M;8_F;8_M;9_F;9_M;10_F;10_M;11_F;11_M;12_F;12_M;13_F;13_M;14_F;14_M;15_F;15_M;16_F;16_M;17_F;17_M;18_F;18_M;19_F;19_M;20_F;20_M
2010;2312;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;1;3;2;1;1;7;5;9;9;14;6;18;9;21;18;20;20;37;28;19;24;20;10;5
2010;2313;1;2;NA;NA;NA;1;NA;2;NA;NA;NA;NA;1;NA;1;1;2;NA;2;2;5;5;2;5;3;6;1;8;8;8;18;14;18;22;20;20;17;7;10;5
2010;2407;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;3;4;2;2;6;5;8;8;14;9;22;14;29;16;27;25;30;42;59;65;50;93;60;73;36;50;18
2010;2408;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;2;1;NA;2;1;NA;NA;1;2;5;NA;4;2;5;1;9;7;9;15;9;5;8;7;7;7;NA
2010;2409;1;NA;NA;NA;NA;NA;NA;2;NA;1;NA;1;NA;NA;NA;NA;1;1;1;NA;1;5;1;2;2;5;4;3;6;4;8;10;5;9;17;11;11;5;6;1
2010;2410;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;3;1;3;3;3;5;6;4;8;2;18;11;22;10;19;14;23;35;33;56;57;78;40;57;28;27;6
2010;2501;7;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;2;4;7;3;6;12;16;14;30;15;36;31;33;36;65;47;49;68;84;109;88;154;123;115;55;96;21
2010;2502;NA;1;NA;NA;NA;NA;1;1;NA;1;NA;1;NA;NA;1;1;1;3;3;4;1;8;4;11;7;16;9;13;10;20;19;28;52;31;52;45;50;12;39;7
2010;2503;1;2;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;2;2;2;3;7;2;8;7;5;11;13;9;14;8;28;22;25;19;44;30;49;50;43;36;22;33;11
2010;2504;1;4;1;NA;NA;1;NA;1;NA;NA;1;1;NA;2;1;2;4;5;5;3;5;6;8;13;17;24;23;32;25;45;36;58;76;75;73;62;83;32;40;11
2010;2601;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;1;NA;NA;3;3;3;3;6;12;11;12;6;9;4;23;21;31;36;32;33;18;21;16;15;2
2010;2602;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;NA;1;1;NA;2;4;6;NA;3;3;2;2;9;13;8;7;12;11;4;2;4
2010;2603;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;6;4;3;7;5;2;10;4;15;7;11;13;15;24;17;30;22;31;13;19;7
2011;101;1;2;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;NA;2;2;2;5;7;5;2;4;6;7;6;9;6;15;10;28;28;8;25;24;18;11;6;4
2011;102;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;1;2;5;3;6;2;6;8;4;6;6;13;10;15;26;25;21;24;14;10;8
2011;103;2;4;NA;NA;NA;NA;2;1;NA;1;1;3;3;2;3;5;5;6;4;7;6;11;5;15;14;23;23;34;25;47;39;57;59;79;71;53;58;25;34;9
2011;104;1;7;NA;NA;NA;1;NA;1;NA;3;NA;NA;1;NA;NA;1;5;NA;3;4;3;6;9;14;13;17;11;23;13;27;31;35;26;48;46;29;26;18;12;3
2011;105;2;4;NA;NA;NA;NA;1;2;NA;2;NA;NA;NA;3;1;3;5;4;8;10;9;9;6;9;20;23;19;35;24;33;36;33;55;38;76;34;45;26;25;9
2011;106;2;3;NA;NA;NA;NA;NA;2;1;2;NA;NA;1;3;1;4;2;4;4;7;9;12;8;11;20;17;29;32;22;49;46;79;92;74;100;86;77;43;55;11
2011;107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;1;11;7;11;9;9;5;13;14;18;23;26;28;26;35;57;74;62;105;73;83;40;48;14
2011;108;NA;1;NA;NA;NA;NA;NA;2;NA;2;NA;2;1;1;NA;2;1;NA;1;8;5;4;2;4;6;13;6;22;11;23;20;28;20;25;44;25;28;20;8;2
2011;109;NA;2;NA;NA;NA;1;NA;1;1;2;NA;1;2;1;4;4;5;6;2;6;8;17;8;5;21;26;32;44;28;56;48;52;56;67;82;55;62;27;13;11
2011;110;6;1;NA;NA;NA;1;NA;2;NA;2;NA;4;1;7;2;2;5;7;12;13;14;21;16;18;17;35;32;48;39;47;62;81;104;88;147;86;118;52;49;22
2011;111;1;4;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;4;2;1;2;5;6;5;4;9;13;13;15;19;17;17;25;33;43;46;58;63;44;32;24;17;5
2011;112;15;15;NA;1;1;NA;NA;NA;NA;4;3;3;7;12;9;11;13;18;27;33;26;44;41;62;45;75;82;89;93;126;181;189;336;264;471;283;385;156;232;77
2011;241;NA;1;NA;NA;NA;1;NA;NA;NA;1;NA;1;NA;1;NA;1;1;7;3;3;3;6;4;8;6;14;11;14;14;23;31;44;58;37;69;44;55;29;26;4
2011;242;2;3;NA;NA;1;1;NA;1;NA;2;2;3;2;2;2;1;5;6;6;12;10;20;11;18;13;19;19;30;24;50;45;60;88;79;106;67;89;48;45;11
2011;243;1;1;NA;NA;NA;NA;1;NA;NA;NA;1;2;NA;1;NA;NA;NA;2;4;4;5;12;8;12;10;17;9;22;17;22;24;38;47;42;61;37;44;16;18;4
2011;244;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3;2;3;NA;2;2;5;7;9;9;16;7;17;8;30;7;26;26;36;34;43;52;63;76;63;67;31;43;15
2011;245;2;1;NA;NA;NA;NA;NA;2;2;5;NA;NA;1;NA;1;5;NA;2;4;8;6;12;8;24;13;23;18;37;21;25;38;55;69;95;76;74;96;41;43;15
2011;246;8;7;2;1;1;2;1;6;2;7;5;7;9;5;5;9;12;16;16;38;26;49;38;60;49;93;91;139;121;148;164;205;279;269;469;327;398;194;193;71
2011;247;4;1;NA;1;NA;NA;NA;NA;3;1;1;NA;NA;2;1;3;5;5;2;9;14;10;12;20;14;25;23;43;31;48;36;59;87;94;126;80;96;72;56;20
2011;248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;1;2;2;3;1;1;5;5;5;6;2;3;14;12;17;13;18;25;13;6;NA
2011;249;5;3;NA;1;NA;NA;NA;1;NA;2;1;NA;NA;1;NA;NA;2;1;NA;3;2;9;2;3;6;10;11;16;12;9;16;19;23;31;45;36;29;26;17;2
2011;250;1;1;NA;NA;NA;1;NA;1;1;1;1;1;NA;NA;NA;NA;1;2;1;6;NA;11;4;8;3;14;10;20;14;14;20;23;33;36;58;40;50;19;42;6
2011;311;2;3;NA;NA;NA;NA;NA;NA;1;1;1;2;NA;3;3;7;3;2;2;6;3;12;3;12;12;18;14;21;31;23;46;44;59;63;102;66;77;38;59;16
2011;312;1;2;NA;NA;1;NA;3;NA;1;2;3;4;1;NA;3;6;3;2;4;7;5;11;6;14;12;19;19;25;22;35;37;52;45;62;75;74;47;22;28;13
2011;313;3;NA;NA;NA;NA;NA;NA;1;1;NA;NA;2;NA;NA;1;2;1;3;1;5;3;11;8;13;8;15;5;14;16;25;13;23;40;30;54;39;28;30;15;12
2011;314;NA;1;NA;1;NA;NA;NA;1;NA;2;NA;1;2;1;1;NA;3;2;1;1;5;7;1;12;7;9;12;15;7;19;15;20;32;31;41;27;34;19;19;5
2011;315;2;1;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;NA;1;1;NA;1;2;2;NA;8;3;8;3;12;7;11;10;13;27;29;35;33;35;23;34;18;22;6
2011;316;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;2;NA;1;3;1;2;3;4;3;12;3;6;5;12;16;11;17;24;22;17;15;11;4;4
2011;400;NA;1;NA;NA;NA;1;NA;NA;NA;2;1;NA;NA;NA;NA;1;1;3;NA;3;6;6;5;3;5;5;5;15;7;12;9;23;23;26;42;25;35;19;24;10
2011;501;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;NA;NA;NA;1;1;3;NA;NA;1;2;NA;5;7;2;2;4;8;6;11;11;10;14;10;4;1
2011;502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;2;NA;2;1;2;2;1;1;2;1;1;1;NA
2011;503;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;7;7;1;16;2;6;6;11;9;14;24;11;25;19;11;5;5;1
2011;504;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;1;1;NA;NA;2;2;4;2;7;4;7;8;7;9;7;5;2;5;2
2011;505;2;3;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;2;NA;1;3;2;2;6;1;6;1;6;3;10;6;8;7;17;6;20;16;15;32;19;27;7;10;3
2011;506;NA;3;NA;NA;NA;NA;NA;1;NA;2;1;3;1;3;1;NA;1;4;2;7;4;10;5;9;8;14;10;19;10;21;22;26;34;35;49;37;35;17;19;6
2011;600;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;1;NA;NA;NA;2;1;1;1;4;3;3;5;7;7;10;5;15;12;17;20;22;35;20;20;13;9;5
2011;700;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;1;2;1;NA;NA;1;NA;NA;3;4;NA;5;6;8;5;10;5;17;12;17;29;33;34;19;26;14;14;2
2011;800;NA;NA;NA;1;NA;NA;NA;NA;1;2;NA;1;NA;1;NA;1;1;2;5;5;NA;4;2;11;4;11;5;13;10;14;18;19;30;21;58;32;42;19;26;3
2011;900;3;1;NA;1;NA;NA;NA;2;NA;3;NA;NA;2;NA;1;4;8;6;3;8;5;12;4;14;12;19;26;34;27;35;40;53;53;67;85;53;62;23;32;14
2011;1001;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;1;NA;NA;3;NA;2;3;2;NA;1;2;8;1;5;8;15;2;6;5;13;8;10;19;16;14;6;9;2
2011;1002;NA;1;NA;1;NA;NA;NA;NA;1;NA;NA;3;NA;1;NA;NA;3;NA;2;2;2;3;1;6;3;7;4;6;3;7;7;14;7;14;17;20;17;7;8;1
2011;1003;1;NA;1;NA;NA;NA;NA;NA;1;1;NA;2;1;NA;NA;1;2;1;2;5;NA;7;7;5;5;13;10;19;5;20;10;25;31;33;41;25;29;17;13;4
2011;1004;NA;5;NA;1;1;NA;NA;1;NA;2;1;1;2;2;1;3;5;7;7;7;8;8;7;21;11;24;18;41;17;41;28;37;52;73;77;48;59;35;28;7
2011;1005;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;NA;NA;7;4;4;7;5;2;11;6;8;8;7;6;17;19;20;33;26;25;8;12;3
2011;1006;NA;2;NA;NA;NA;NA;1;1;NA;1;1;1;NA;NA;NA;NA;1;1;1;2;1;5;2;3;5;14;4;19;11;18;11;23;20;15;34;20;25;8;10;4
2011;1007;NA;2;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;1;2;1;2;1;3;NA;2;4;7;4;8;1;2;6;9;11;11;11;4;1;1
2011;1101;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;1;1;NA;1;1;1;NA;4;1;3;6;8;5;7;10;15;5;4;13;11;15;5;4;1
2011;1102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;3;3;3;1;6;5;2;6;4;13;11;15;13;11;15;7;4;NA
2011;1103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;2;1;1;NA;1;1;1;NA;5;4;3;6;4;2;3;1;1
2011;1104;1;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;NA;6;5;1;4;8;6;8;10;9;10;12;18;8;9;4;5;1
2011;1105;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;1;NA;1;1;1;1;3;2;6;6;5;6;6;6;9;4;19;14;19;32;16;16;8;6;3
2011;1106;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;1;3;2;7;5;5;6;7;8;8;31;9;17;25;25;31;33;39;34;33;21;17;4
2011;1107;3;2;NA;NA;1;NA;NA;2;2;NA;NA;2;NA;1;NA;2;2;2;1;4;2;7;6;12;5;14;12;16;14;24;32;33;50;32;51;27;39;30;17;9
2011;1108;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA;NA;NA;4;NA;3;1;5;2;4;3;5;11;14;12;14;11;14;29;40;39;47;47;29;42;27;28;3
2011;1109;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;3;NA;1;1;1;4;3;2;6;5;10;5;9;18;8;23;10;22;13;9;5
2011;1110;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;NA;2;2;1;NA;1;1;5;2;2;6;10;6;14;11;6;14;7;14;9;5;3
2011;1200;7;5;1;1;NA;1;NA;2;NA;NA;1;6;3;2;2;5;8;14;13;24;11;22;19;29;25;46;54;67;73;88;103;124;195;156;256;177;219;93;138;41
2011;1301;3;7;NA;NA;1;1;NA;1;1;NA;NA;2;NA;1;2;1;3;7;8;13;5;13;16;13;22;44;35;39;47;61;83;89;104;139;164;119;102;63;65;18
2011;1302;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;2;NA;NA;NA;9;NA;3;1;5;7;11;3;8;4;9;9;13;10;21;10;5;2;NA
2011;1303;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;1;2;2;3;6;4;10;5;6;6;12;12;21;13;25;23;29;32;27;37;26;31;17;18;10
2011;1304;NA;4;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;NA;1;2;1;4;3;2;7;9;6;13;13;9;12;16;30;24;34;22;22;8;8;7
2011;1305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;1;1;3;5;2;4;2;5;4;2;4;10;5;13;12;10;15;10;3;2
2011;1400;1;1;NA;NA;1;NA;NA;NA;NA;1;1;3;1;1;2;1;1;5;2;7;5;10;2;17;13;17;19;26;22;24;32;51;60;55;88;66;87;41;34;13
2011;1501;NA;NA;NA;NA;NA;2;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;1;3;3;1;8;1;4;4;7;6;9;9;11;13;18;26;23;20;8;14;4
2011;1502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;1;2;1;3;4;4;6;5;6;7;16;11;18;15;17;8;7;1
2011;1503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;1;5;1;1;1;2;3;3;1;3;2;4;7;9;14;6;11;8;11;7;5;3
2011;1600;2;2;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;1;1;4;4;5;2;7;2;13;5;15;13;15;14;9;8;5;7;2
2011;1721;NA;7;NA;NA;1;NA;NA;1;NA;1;2;3;3;4;3;5;4;5;7;7;3;15;8;17;19;35;24;35;21;43;43;53;82;97;134;96;112;48;47;14
2011;1722;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;3;1;NA;NA;5;4;5;3;3;2;9;3;17;12;14;11;26;21;29;31;32;29;14;17;8
2011;1723;NA;3;NA;NA;NA;NA;NA;1;NA;3;NA;1;2;NA;2;2;2;4;6;4;1;4;13;6;10;9;8;13;17;25;29;33;39;33;56;40;34;15;29;6
2011;1724;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;NA;1;NA;1;NA;1;3;3;2;4;5;8;1;13;12;10;9;10;23;20;24;15;31;24;24;9;12;3
2011;1725;3;2;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;1;4;2;3;2;3;4;2;4;9;9;13;9;14;8;17;10;30;26;27;34;15;23;10;8;2
2011;1726;1;NA;1;1;NA;NA;NA;1;NA;NA;1;NA;NA;2;NA;5;1;5;NA;3;4;9;7;9;9;15;10;19;15;21;17;30;32;40;65;37;40;28;18;3
2011;1727;1;1;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;1;NA;1;6;4;7;3;7;2;6;13;14;12;25;19;23;43;34;63;48;45;16;13;5
2011;1728;2;NA;1;NA;1;NA;NA;3;NA;NA;1;2;NA;NA;NA;3;1;1;2;4;6;7;6;11;12;11;13;20;16;25;27;38;35;39;50;41;35;15;22;7
2011;1841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;5;3;5;4;10;7;7;16;7;5;3;2;NA
2011;1842;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;2;2;2;6;2;8;9;5;5;2;1;1
2011;1843;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;1;3;6;4;9;5;10;7;7;15;6;10;5;4;NA
2011;1844;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;2;NA;1;NA;1;NA;1;5;4;7;3;5;6;12;10;7;6;8;13;5;3;1
2011;1845;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;1;1;NA;2;2;4;5;4;1;5;4;3;9;7;5;6;3;10;12;12;22;16;7;5;10;5
2011;1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;3;NA;4;4;4;6;1;1;6;4;7;4;6;9;9;15;6;15;7;6;3
2011;1847;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;2;NA;2;1;2;3;3;7;8;6;11;8;8;1;6;NA
2011;1848;2;2;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;1;NA;1;NA;1;3;7;1;5;5;11;6;12;12;17;9;19;18;18;27;22;38;37;42;11;18;10
2011;1849;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;1;NA;1;2;1;3;2;3;2;4;3;11;9;11;5;12;9;7;9;18;32;14;16;19;11;4
2011;1850;1;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;1;NA;1;NA;NA;1;2;2;1;5;1;2;7;6;5;9;17;12;10;18;23;25;19;37;12;11;6
2011;1851;2;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;3;4;2;4;5;8;2;9;3;5;11;14;10;9;5;5;4
2011;1901;1;NA;NA;1;NA;NA;NA;1;2;NA;1;1;NA;2;NA;NA;1;6;3;6;5;7;9;20;8;19;10;23;12;26;37;30;53;40;68;54;51;37;25;11
2011;1902;1;3;NA;NA;NA;NA;1;NA;1;1;1;1;NA;3;NA;2;4;6;7;5;9;8;9;21;17;30;21;40;28;45;55;68;71;74;91;63;65;31;34;7
2011;1903;1;2;NA;1;NA;NA;NA;2;NA;2;1;1;NA;1;3;2;3;4;5;4;5;6;9;23;10;19;15;16;19;29;27;37;32;37;49;36;36;10;10;6
2011;1904;1;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;4;5;4;1;10;8;6;8;18;9;11;19;22;32;31;49;31;31;13;23;2
2011;1905;2;4;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;NA;NA;1;2;5;3;2;2;8;7;5;9;12;14;7;13;22;22;30;25;45;34;31;15;21;7
2011;1906;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;1;NA;1;4;1;3;4;2;7;3;7;8;4;12;17;13;17;29;23;18;10;16;4
2011;1907;NA;1;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;2;2;1;3;3;6;5;7;11;5;12;8;9;10;16;17;22;16;22;33;26;39;25;29;16;13;1
2011;1908;1;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;1;NA;2;1;1;1;3;2;2;5;1;3;5;6;4;7;2;13;9;12;20;20;23;20;21;6;9;4
2011;1909;2;2;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;NA;3;1;3;4;6;6;6;6;8;8;10;14;14;20;19;23;16;40;22;25;15;8;9
2011;1910;2;NA;NA;NA;NA;NA;NA;3;NA;2;NA;NA;2;NA;1;NA;2;3;7;5;7;12;5;9;11;11;12;19;16;25;19;25;55;43;61;32;51;21;17;8
2011;1911;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;2;2;4;5;3;11;2;7;4;14;4;17;14;16;15;21;28;18;13;16;9;2
2011;2011;1;NA;NA;1;1;NA;NA;1;NA;1;NA;1;NA;1;NA;2;3;2;3;7;2;9;5;8;8;15;12;18;16;14;25;29;43;32;45;35;56;29;26;11
2011;2012;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;1;NA;NA;1;NA;2;2;1;6;3;6;6;12;11;12;7;24;11;24;24;28;37;42;61;44;49;28;21;6
2011;2013;NA;1;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;NA;1;NA;2;NA;4;1;6;3;5;9;10;10;7;15;14;17;13;16;30;35;28;17;28;16;10;3
2011;2014;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;2;1;NA;NA;2;3;1;3;6;5;4;6;13;4;11;8;17;5;20;21;29;31;20;27;11;10;2
2011;2015;4;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;2;NA;NA;3;4;5;2;5;6;5;11;7;11;6;18;11;13;26;22;25;16;49;30;30;19;21;1
2011;2101;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;1;NA;2;NA;2;NA;NA;2;9;5;4;7;4;9;15;9;18;12;17;18;31;29;34;44;30;35;35;36;6
2011;2102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;2;NA;2;1;2;5;4;4;6;5;3;6;4;3;1
2011;2103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;1;6;1;4;5;6;8;7;9;10;16;11;19;8;11;2
2011;2104;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;5;1;1;2;8;5;2;10;13;9;11;9;23;19;38;37;39;44;49;68;49;55;29;32;16
2011;2105;NA;2;NA;NA;NA;NA;NA;NA;1;1;2;NA;1;5;NA;1;4;3;8;11;7;10;15;18;19;32;27;45;35;69;74;94;89;78;121;88;117;54;78;22
2011;2106;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;2;2;4;5;2;1;9;3;7;7;12;7;16;10;16;23;36;30;33;42;33;55;12;19;7
2011;2107;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;2;1;2;3;2;NA;3;5;2;13;6;4;12;6;6;1;11;1
2011;2108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;1;1;1;2;4;NA;3;4;5;4;4;7;7;3;6;1;8;4
2011;2221;1;2;1;NA;NA;NA;NA;1;NA;2;NA;1;1;2;NA;3;NA;2;3;8;NA;5;3;8;5;11;12;19;9;22;16;27;28;31;37;17;32;19;18;7
2011;2222;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;1;2;NA;1;NA;NA;1;2;6;4;3;6;7;6;9;10;12;9;13;9;16;21;23;33;28;27;11;12;1
2011;2223;3;NA;NA;NA;NA;NA;1;2;1;NA;NA;1;1;1;NA;NA;1;1;NA;3;2;4;6;4;7;8;9;14;3;9;17;20;11;21;20;16;19;11;6;3
2011;2224;2;3;1;NA;NA;NA;NA;NA;NA;1;NA;2;1;1;1;2;1;4;5;3;2;12;8;9;11;20;14;32;24;36;29;44;61;60;52;63;81;34;29;11
2011;2225;3;4;2;NA;1;3;NA;1;NA;3;1;2;3;5;3;3;4;5;4;11;11;13;12;26;18;37;18;52;44;46;50;60;115;89;135;98;103;59;68;15
2011;2226;2;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2;1;NA;1;3;NA;3;3;6;12;13;10;20;17;26;28;26;31;37;71;41;50;27;27;8
2011;2227;2;1;NA;NA;NA;NA;NA;NA;2;1;2;NA;1;1;NA;3;3;7;6;4;3;7;4;11;12;18;15;21;13;14;23;28;44;39;55;71;60;25;36;13
2011;2228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;2;NA;3;5;8;1;5;5;13;18;16;10;24;10;26;14;25;20;30;49;27;31;24;17;3
2011;2229;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3;NA;2;3;4;5;4;6;3;4;3;13;12;11;15;11;27;23;29;39;38;39;41;34;17;23;5
2011;2230;1;2;NA;1;NA;NA;NA;NA;2;NA;1;1;1;1;NA;NA;3;1;4;7;4;12;7;11;13;18;19;27;28;18;31;42;57;67;79;58;71;35;46;18
2011;2301;1;3;NA;1;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;2;NA;1;NA;5;1;4;4;3;3;9;7;11;8;4;10;19;22;14;31;24;18;12;10;6
2011;2302;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;2;2;5;8;3;4;4;7;8;8;3;14;9;10;18;23;20;16;21;7;7;4
2011;2303;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;1;NA;NA;NA;2;1;NA;1;NA;1;3;NA;2;NA;5;2;6;1;8;5;5;7;7;10;11;11;2;4;1
2011;2304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;1;NA;2;4;3;4;9;2;1;4;3;4;1;1;NA
2011;2305;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;2;5;2;5;4;3;9;12;4;6;18;7;8;4;NA;1
2011;2306;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;3;1;2;3;5;4;2;7;8;8;4;8;6;15;NA;2;1
2011;2307;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;2;5;6;2;9;7;2;9;10;12;6;19;10;22;22;21;29;31;33;26;23;8;16;2
2011;2308;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;1;2;NA;NA;2;3;6;3;2;5;6;6;12;6;15;12;16;18;21;13;35;26;14;14;7;13;4
